Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text,Processed Review Text,Processed Review Title
5,"Swan, Shakespeare's Globe",['Restaurant'],2.7,2021-08-12,Chris Simmons,Delicious foods and drinks,,"Delicious foods and drinks, friendly staff and great service",delici food drink friendli staff great servic,delici food drink
5,Barmans.co.uk,['Restaurant'],4.6,2016-09-29,james Davidson,Prompt and efficient,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",First class service,first class servic,prompt effici
5,Gourmet Guide,['Restaurant'],2.2,2019-09-15,Phil sedwill,Really easy and helpful team,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","I received my voucher and tried to book a local restaurant.   This establishment does not take bookings so that made using the voucher a little more difficult.   Romana, my contact at Gourmet Guide, came up with a solution, she called me a number of times, always left messages and did not give up until the situation was sorted.   Romana was polite, proactive and professional and very easy to do business with, a credit to her company.   Thanks Romana for a great customer experience.",receiv voucher tri book local restaur establish give book made use voucher littl difficult roman contact gourmet guid came solut call number time alway left messag take situat sort roman polit practic profession easi busi credit compani thank roman great custom experi,realli easi help team
5,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2023-12-26,Madeleine James,Great company.,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","Lovely clothes, fits well, quick delivery, bought quite a few jumpers, all fabulous.",love cloth fit well quick deliveri bought quit jumper fabul,great compani
5,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-09,Carol Huang,"Must go place, worth it.","Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","A great place to visit, shops, restaurants and beautiful scenery, etc. Very positive visiting experience. The traditional Scotland tweed Jacket/coat/skirt are so beautiful 🤩",great place visit shop restaur beauti sceneri etc posit visit experi tradit scotland tweed beauti,must go place worth
5,Bagelking247,['Restaurant'],4.2,2019-02-18,Evans,Nice food,,"Nice food, nice staff. Thank you for 24/7",nice food nice staff thank,nice food
5,Barmans.co.uk,['Restaurant'],4.6,2016-10-02,Linda Litchfield,Beverage dispenser,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very pleased with item and delivery,pleas item deliveri,beverag dispens
5,Barmans.co.uk,['Restaurant'],4.6,2017-01-19,STEEL,5 Stars Excellent,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great service i would use Barmans website again and would recommend it to my fellow workers and friends.,great servic would use german webster would recommend fellow worker friend,star excel
5,Barmans.co.uk,['Restaurant'],4.6,2017-02-28,carol goldsmith,SATISFIED CUSTOMER,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very pleased with the mugs that i ordered from you. They arrived very quickly and the packaging was excellent. No chance of  breakages! So a big thumbs up from me -Thank you.,pleas rug order arriv quickli pack excel chanc breakag big thumb,satisfi custom
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-07,Mr Paul Parker,Bought vouchers for a family birthday…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Bought vouchers for a family birthday present gift. Purchased e voucher all straight forward so far. Marked down score because been bombarded with requests for feedback! Not processed voucher yet so cant comment any further than buying a voucher. Maybe ask for feedback when there is opportunity to provide the full experience,bought voucher famili birthday present gift purchas e voucher straight forward far mark score bombard request feedback undefin voucher yet comment buy voucher mayb ask feedback opportun provid full experi,bought voucher famili
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-07,Nalans,Difficult to use,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","Difficult to use, hard to search experiences. When I booked I didn’t get much information in the confirmation email (no check in time). Also the hotel didn’t send a separate confirmation so I was worried about whether the booking went through. I will ask my family not to use this website to buy me a gift as it’s not user friendly at all.",difficult use hard search experi book get much inform confirm email check time also hotel send separ confirm worri whether book went ask famili use webster buy gift user friendli,difficult use
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-11,Yvonne Meechan,Treatments were excellent however…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Treatments were excellent however having to pay to use towel £3.50 plus £5 deposit or £20 for robe and slippers was not acceptable for a spa day. Facilities such as cold showers and no hair straighteners were very disappointing. No toiletries in offer either.,treatment excel howev pay use towel plu deposit robe slipper unaccept sea day facil cold shower hair straighten disappoint toiletri offer either,treatment excel
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2023-12-23,sue,Experience was a little disappointing,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","Experience was a little disappointing, as the spa day did not include towels or changing robes which had to be purchased separately, I have never had to do this with any spa day before. The therapist that I had clearly had a cold and sniffed all the way through- so not particularly pleasant. The facilities themselves were pleasant enough.  Think I would rather pay more and go elsewhere next time",experi littl disappoint sea day exclud towel chang robe purchas separ never sea day therapist clearli cold snif way particularli pleasant facil pleasant enough think would rather pay go elsewher next time,experi littl disappoint
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,GS,I felt somewhat misled as I bought a…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","I felt somewhat misled as I bought a gift for a family member (an experience) which said had to be booked before January 24th. I took this to mean the voucher would expire on that date, however it meant the actual experience had to be before that date otherwise extra charges were incurred. This was made even worse when the experience I had selected had no available dates in this period, but in May! This meant the family member I gave the voucher to, had to pay to use their gift as they had to extend the voucher till later this year when the experience which made me feel bad. Other than this the user experience was average.",felt somewhat misl bought gift famili member experi said book januari took mean voucher would expir date howev meant actual experi date otherwis extra charg incur made even wors experi select avail date period may meant famili member gave voucher pay use gift extend voucher till later year experi made feel bad user experi averag,felt somewhat misl bought
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,Mr Hill,The number of places offering afternoon…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",The number of places offering afternoon tea is nit as many as lead to believe.  One place told me the brochure/advertising is misleading. I would have to upgrade my voucher to.jook,number place offer afternoon tea mani lead believ one place told mislead would upgrad voucher,number place offer
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,Carol Thompson,Gift box arrived promptly but the…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Gift box arrived promptly but the message bore no resemblance to what I had requested - didn’t even mention the recipient’s name.,gift box arriv promptli messag bore resembl request even mention recipi name,gift box arriv promptli
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,Kim Silvester,Wouldn’t let me put blue light code in…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Wouldn’t let me put blue light code in and spent far too long trying. In the end went for your 20% discount you offered anyway,let put blue light code spent far long tri end went discount offer anyway,let put blue light code
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2023-12-27,customer,a balanced view,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",+ve some good value deals-ve website is not easy to use and when things go wrong getting a refund is arduous,good valu webster difficult use thing go wrong get refund arduou,balanc view
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,S Tibbles,I thought that the gift would have a 12…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",I thought that the gift would have a 12 month expiration not just over 3 Not great when buying as a gift,thought gift would month expir unjust great buy gift,thought gift would
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-11,Alyson Govier,The beautiful jacket I received…,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.",The beautiful jacket I received unfortunately had a dirty tissue and mint wrapper in the pocket. I was offered a refund but as no more in stock a replacement was not possible. I was advised no discount would be given which is not good enough as I am paying a lot of money for a worn garment.,beauti jacket receiv unfortun dirti tissu mint wrap pocket offer refund stock replac imposs advis discount would given evil enough pay lot money worn garment,beauti jacket
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-09,Mrs B Butler,The slippers,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","The slippers were fine. The sizing is generous so too big for me. The return and exchange system was difficult. Please sort out a more efficient return system. If we are to do business online, then let's keep it online. I don't want to have to resort to a post office, which I have recently found unreliable and expensive.",slipper fine seiz gener big return exchang system difficult pleas sort effici return system busi onlin let keep onlin want resort post offic recent found reliabl expens,slipper
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-09,Sharon and Adrian,Good quality but expensive.,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","Needed some new Meindl walking shoes. House of Bruar had them in the correct style, my size and most importantly the right colour (blue). Even did a webchat to make sure the photo on the website was the actual colour in stock and was told it was. Ordered online. Shoes arrived 4 days later but were not the blue shown on the website but the navy and black version! Decided to keep them anyway but could have got the navy and black ones from other online retailers for about £20 cheaper (House of Bruar were the only retailer which appeared to have the blue ones in stock.)! More accuracy in their website advertising and staff operating the webchat being better informed would have made the experience much better.",need new mind walk shoe hous briar correct style size importantli right colour blue even webchat make sure photo webster actual colour stock told order onlin shoe arriv day later blue shown webster navi black version decid keep anyway could got navi black one onlin retain cheaper hous briar retail appear blue one accuraci webster advertis staff oper webchat better inform would made experi much better,good qualiti expens
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-10,Clare Murphy,Handbag not as described,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","My sister ordered me a handbag from the house of Bruar website for Christmas.It was one I had picked out from the website and had sent her the link. The handbag was described as having a ""long adjustable strap to provide you with flexibility to wear it across your body"". The strap is not long and adjustable- it is short and fixed! This means that it is no good as a day to day handbag for me as I always have cross body bags. Prior to that there was terrible trouble with the dispatch of the bag. It got ""lost"" somewhere between Royal mail and the recipient i.e. me. The costumer service department did eventually send a replacement bag but my sister had to do battle with them for this. Having said that, I do like the bag. I have resigned myself to just using it as a going out bag. It's just a shame that the bag was not as described.",sister order sandbag hous briar webster one pick webster sent link sandbag describ long adjust strap provid flexibl wear across bodi strap short short fix mean good day day sandbag alway cross bodi bag prior terribl troubl dispatch bag got lost somewher royal mail recipi costum servic depart eventu send replac bag sister battl said like bag resign use go bag shame bag describ,sandbag describ
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-06,Consumer,Returns are expensive,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","Returns are expensive, you are still liable for both the delivery and return postage.",return expens still liabl deliveri return postag,return expens
3,KBK,['Online Food Ordering Service'],4.6,2023-06-01,Maida Burgh,The atmosphere and good food were…,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.",The atmosphere and good food were relaxing. It was a pleasure to have dinner. Great food and staff. Great atmosphere.,atmospher good food relax pleasur dinner great food staff great atmospher,atmospher good food
3,Nandos,['Restaurant'],2.4,2024-01-12,foxglove1957,Food was good when it arrived but had a…,,Food was good when it arrived but had a long wait of an hour from ordering.  The Salisbury branch seemed to overwhelmed by takeaway and delivery orders to the detriment of the in house guests.  The staff were all working very hard and with polite courteous and good natured service.  But the system of takeaway orders taking priority has to be reorganised.,food good arriv long wait hour order salisburi branch seem overwhelm takeaway deliveri order detriment hous guest staff work hard polit courteou good natur servic system takeaway order take prioriti reorgan,food good arriv
3,Nandos,['Restaurant'],2.4,2024-01-12,Felicity Cole,Good service but lacked organisation.,,"I visited Nando’s Bicester Pioneer Square with my boyfriend. We both ordered food at the same time but only my boyfriend’s came after about 20 mins. He had then finished his meal and I was still waiting. About 40 minutes after we’d ordered I asked about my food. The waiter was lovely and followed it up and immediately brought me out my food with some complimentary chips. Unfortunately, due to my food being sat overlooked, it was quite cold. I’ve never had a problem like this before at Nando’s but this was my experience at this one.",visit bicest pioneer squar boyfriend order food time boyfriend came mind finish meal still wait minut order ask food waiter love follow immedi brought food complimentari chip unfortun due food sat overlook quit cold never problem like experi one,good servic lack organis
3,Nandos,['Restaurant'],2.4,2024-01-08,Graham Allen,"Good food,  shame about the lack of hot drinks",,"We are regular customers at our local nandos and enjoy the food,  however. When are they going to supply hot drinks? Surely a Costa style coffee machine could be installed if they can't be bothered to serve it.Also cleanliness of the fittings is terrible,  the light fittings that hang over some tables are filthy. This has been pointed out to the management but they can't even be bothered to get the vacuum cleaner out!Not good enough.",regular custom local hand enjoy food howev go suppli hot drink sure costa style coffe machin could instal ca gather serv cleanli fit terribl light fit hang tabl filthi point manag ca even gather get vacuum cleaner evil enough,good food shame lack hot drink
3,Nandos,['Restaurant'],2.4,2023-12-13,Markus,Bad Expriance,,"We went to nando's this evening, there were four of us, and we ordered in twos right after each other, three of us got the food after 10 minutes, but the last one got the food when the rest of us had finished, and we then just had to wait a little longer, when they gave the cheese sticks we were supposed to have, to another table and there we had to wait again.Even if you order two and two, it would be great to enjoy the food together, but not at NANDOS.",went even four us order two right three us got food minut last one got food rest us finish wait littl longer gave chees stick suppos anoth tabl wait order two two would great enjoy food togeth hand,bad experi
3,Nandos,['Restaurant'],2.4,2023-10-27,Ruth Mzembi,Missing items (this is becoming a regular occurance),,"I ordered a wrap, x2 peri chips and garlic bread along with x2 garlic. perinaises. They forget the perinaise which is very annoying as I didn't have any sauce at home so had to eat my chips dry. The reason I am complaining even though it's a small item is because everytime I order from Nandos there tends to be issues with items missing which is so frustrating! This needs to improve.",order wrap x peri chip garlic bread along x garlic perinais forget perinais annoy sauc home eat chip dri reason complain even though small item everytim order hand tend issu item miss frustrat need improv,miss item becom regular occurr
3,Nandos,['Restaurant'],2.4,2023-12-06,Lyn Richardson,No coffee!!,,No coffee!!!  What sort of establishment doesn’t serve coffee? Food was tasty but a little overpriced for what basically is a self service café,coffe sort establish serv coffe food tast littl overpr basic self servic cafe,coffe
3,Nandos,['Restaurant'],2.4,2023-07-28,Al,Decent food but expensive for what you get,,"Easy to order online and pickup went smoothly. Food was warm, well-packaged in cardboard containers and tasted good. However some items we wanted were unavailable and I found it very expensive for fast food. I won’t be rushing to order again.",easi order onlin pick went smoothli food warm cardboard contain tast good howev item want avail found expens fast food rush order,decent food expens get
3,Nandos,['Restaurant'],2.4,2023-06-10,Anil Patel,Hit and Miss,,"Its a bit hit and miss these days. We visited the reading branch twice now. Last year it was amazing, but this year we visited in June and it seemed like the chicken has been sitting around for a while.",bit hit miss day visit read branch twice last year amaz year visit june seem like chicken sit around,hit miss
3,Nandos,['Restaurant'],2.4,2023-11-27,MRB,Tasty but stingey,,You can’t fault the taste of the chicken but they are a bit skinny. The chickens must be on a diet as the 1/2 chicken was lean to say the least. Bit stingey on the spicy rice and the slaw was decent. Overall ok but £30 for 2 mains with sides does feel a bit punchy,fault tast chicken bit skinni chicken must diet chicken lean say least bit stingi spice rice saw decent overal ok main side feel bit punch,tast stingi
3,Nandos,['Restaurant'],2.4,2023-10-25,Eva Mooran,I normally like nandos and their…,,I normally like nandos and their services but the one in Oxford Street is allways full and the service is soooooo slow. They definetly need to have more staff there.,normal like hand servic one oxford street alway full servic soooooo slow definit need staff,normal like hand
3,Nandos,['Restaurant'],2.4,2023-07-19,Dontdisturbmewhenimcleaningmy,I went for the extra hot butterfly…,,I went for the extra hot butterfly chicken and it came out cold.,went extra hot butterfli chicken came cold,went extra hot
3,Nandos,['Restaurant'],2.4,2023-08-26,Stylianos,"We are 7 years clients,always amazing but!!",,"We are 7 years clients, the food is always amazing and so delicious, but today on Milton Keynes Trade Center the waiter who brigs our order  had long hair that reached all the way to our food, this is unaccepted for a restaurant, we are really disappointed, we are very happy with everything in Nandos, to be fair, this is the only issue for 7 years.",year client food alway amaz delici today milton eye trade center waiter bring order long hair reach way food accept restaur realli disappoint happi everyth hand fair issu year,year client alway amaz
3,Nandos,['Restaurant'],2.4,2023-10-05,Charlie F,My chicken came out dry where over…,,My chicken came out dry where over cooked. Wife’s was burnt,chicken came dri cook wife burnt,chicken came dri
3,Subway,['Restaurant'],1.9,2024-01-02,Manuel Jr. Guidote,Antrim subway guy Ryno a bit cheeky,SUBWAY - Eat Fresh,Antrim subway guy a bit cheeky,antrum subway guy bit cheek,antrum subway guy bit cheek
3,Subway,['Restaurant'],1.9,2023-07-27,Eva,"I ordered a small chips, not 3 chips in total",SUBWAY - Eat Fresh,I ate subway. Nice wrap. But I ordered chips and got literally 3 chips. Also very disorganised system they got there,ate subway nice wrap order chip got liter chip also disorganis system got,order small chip chip total
3,Subway,['Restaurant'],1.9,2023-07-12,Jackie Simmons,It’s always cold when it comes and they…,SUBWAY - Eat Fresh,It’s always cold when it comes and they get you order wrong everytime,alway cold come get order wrong everytim,alway cold come
3,Barmans.co.uk,['Restaurant'],4.6,2016-06-28,Luke Smith,Excellent products but..,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Excellent products but  I ordered 12 cocktail tins for flair bartending, advertised under 'flair products I expected them to be all the same size but some were much taller than others causing them to get stuck inside each other or to be to loose which is bad for flair bartending,I'd like to order from here again due to the fast delivery and wide range of bar products..",excel product order cocktail tie flair attend advertis product expect size much taller other caus get stuck insid loos bad flair attend like order due fast deliveri wide rang bar product,excel product
3,Barmans.co.uk,['Restaurant'],4.6,2016-10-30,Pauline Higgins,Bad delivery service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Good value catering but I ordered food baskets for a function payed for next day delivery 6 days on still not arrived was told they was still with HEMES Delivery agents not happy as it spoiled my function night,good valu water order food basket function play next day deliveri day still leav told still home deliveri agent unhappi spoil function night,bad deliveri servic
3,Barmans.co.uk,['Restaurant'],4.6,2017-01-02,Vanessa Brow,Delivery let down,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","I pre-ordered some glasses on 6th December.  On 19th December I emailed them to ask when they would be delivered and they promptly replied saying they were packed and ready to be dispatched the same day.Come lunchtime Christmas Eve they hadn't arrived. I logged onto my account to check the status and it said they were still waiting to be dispatched.So followed an email from a rather angry customer who had to go into town on Christmas Eve afternoon to try and find something similar.On 28th December at 13:41 I received an email apologising for the inconvenience and would I like them to send the glasses again or a refund.  At 16:45 I received another email saying that the glasses had been dispatched.  Didn't get much chance to reply as I was walking in Scotland!The glasses are what I wanted so no problem there.  I am disappointed that I was told they would be dispatched on 19th, they weren't and when I emailed them they responded with the idea that they had been dispatched but I hadn't received them despite the status of my order was 'waiting to be dispatched' Then I was asked if I wanted another set of glasses sending (as though they had been sent in the first place) or a refund and without getting chance to reply they were sent.I was initially impressed because of their responses but by the end left disappointed them",glass th decemb decemb remain ask would deliv promptli repli say pack readi dispatch lunchtim christma eve arriv long onto account check statu said still wait follow email rather angri custom go town christma eve afternoon tri find someth decemb receiv email apolog inconveni would like send glass refund receiv anoth email say glass dispatch get much chanc repli walk scotland glass want problem disappoint told would dispatch remain respond idea dispatch receiv despit statu order dispatch ask want anoth set glass send though sent first place refund without get chanc repli initi impress respons end left disappoint,deliveri let
3,Barmans.co.uk,['Restaurant'],4.6,2016-09-15,Borislav Malinov,Low quality and they forgot some of the stuff!,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Hi, I received some of the things which I ordered ... not all of them. Some of the tins looked hit and dirty ... I asked for the missing stuff and told them what is missing so they sent them but there were stuff missing again ... I am not very happy with the service and quality! I am giving 3 stars just becose you sent me some of the missing things.",hi receiv thing order tie look hit dirti ask miss stuff told miss sent stuff miss happi servic qualiti give star becom sent miss thing,low qualiti forgot stuff
3,Nisbets Limited,['Restaurant'],2.0,2023-12-22,Jeremy Elwell,Service could be better,"Nisbets is Europes largest supplier of catering equipment, with over 30 years experience serving the catering trade. With Nisbets next day delivery promise and a huge product range, spanning over 20,000 lines from Chef Clothing, Knives and Utensils through to Cooking Machines and Refrigeration. It is no wonder they are number 1 and used by hundreds of thousands of customers worldwide.","Purchase made on next day delivery, didn't arrive as agreed.  Got mixed responses from customer service, eventually cancelled order and purchased elsewhere.  Item then arrived, tried to return and get a refund and customer service pretended my telephone number was unobtainable so didn't action.  However, in the interests of fairness, I should say I did also make another purchase a few weeks prior and that arrived as agreed.",purchas made next day deliveri arriv agre got mix respons custom servic eventu cancel order purchas elsewher item arriv tri return get refund custom servic pretend telephon number obtain action howev interest fair say also make anoth purchas week prior arriv agre,servic could better
3,Nisbets Limited,['Restaurant'],2.0,2023-10-20,Mr E F Smith,Next day delivery did not arrive. No communication.,"Nisbets is Europes largest supplier of catering equipment, with over 30 years experience serving the catering trade. With Nisbets next day delivery promise and a huge product range, spanning over 20,000 lines from Chef Clothing, Knives and Utensils through to Cooking Machines and Refrigeration. It is no wonder they are number 1 and used by hundreds of thousands of customers worldwide.",UK15469066 - ordered a set of plates I needed for a event for next day delivery and paid extra for pm delivery. Items did not arrive. Received no update. Live chat said there was a delay and wouldn't arrive until next week. But they won't cancel the order and refund me. I have to go through the hassle of taking delivery and sending them back to get a refund.UPDATE: plates showed up unexpectedly on Saturday and the response from the customer service team on Monday was much better than live chat on the Friday.,uk15469066 order set plate need event next day deliveri paid extra pm deliveri item leav receiv updat live chat said delay would arriv next week wo cancel order refund go hast take deliveri send back get plate show unexpectedli saturday respons custom servic team monday much better live chat friday,next day deliveri leav commun
3,Nisbets Limited,['Restaurant'],2.0,2022-11-01,Mr Slater,Quite good,"Nisbets is Europes largest supplier of catering equipment, with over 30 years experience serving the catering trade. With Nisbets next day delivery promise and a huge product range, spanning over 20,000 lines from Chef Clothing, Knives and Utensils through to Cooking Machines and Refrigeration. It is no wonder they are number 1 and used by hundreds of thousands of customers worldwide.","Quite good, but not excellent.Ordered a number of items including trays and Pyrex dishes.One of the dishes was chipped and one of the trays a Gastronorm 1/1 stainless steel tray was warped and wouldn't sit flat.Not really good enough and disappointing to have to go through refunds etc.The refunds did arrive, but not the fastest.Catering equipment supply is a competitive business and customers have plenty of choice.Might use again, but with caution.",quit good number item includ ray pure dish whip one ray gastronorm painless steel tray warp would sit realli good enough disappoint go refund refund arriv equip suppli competit busi custom plenti use caution,quit good
3,Nisbets Limited,['Restaurant'],2.0,2023-06-14,deepak rana,Voucher code didn’t work,"Nisbets is Europes largest supplier of catering equipment, with over 30 years experience serving the catering trade. With Nisbets next day delivery promise and a huge product range, spanning over 20,000 lines from Chef Clothing, Knives and Utensils through to Cooking Machines and Refrigeration. It is no wonder they are number 1 and used by hundreds of thousands of customers worldwide.",Voucher code didn’t work. There was no expiry date on the code. Rang to the Customer service but didn’t get much help.,voucher code work expir date code rang custom servic get much help,voucher code work
3,Zizzi Ristorante,['Restaurant'],2.2,2024-01-06,Romany ,Okay,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","We came to zizzis in lakeside for our anniversary celebration. It was decorated very nicely and had a good atmosphere. A few issues we encountered were as follows: ordered a bottle of wine, didn't see this until after our starters were served. Overall we found the service a little slow and we weren't in any particular rush. Enjoyed the starters. Main was good although there was a fry left in my husband's pasta which was a little disappointing. Dessert was okay, I ordered the tiramisu and the whole top part was completely frozen. I just scraped this off and ate the rest but was not too pleased with this. Overall it was an enjoyable dinner with a few minor issues.",came zizzi lakesid anniversari celebr decor nice good atmospher issu encount follow order bottl wine see state serv overal found servic littl slow particular rush enjoy state main good although cri left husband past littl disappoint dessert okay order tiramisu whole top part complet frozen scrape ate rest pleas overal enjoy dinner minor issu,okay
3,Zizzi Ristorante,['Restaurant'],2.2,2023-12-28,Pascal Leblanc,Truffle & Pancetta Carbonara.,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","On 28/12/2023 my wife and I, went to Zizzi in Greenwich. We were served by two different waiter. The first one wanted to take the all order, and was not happy, when we said, sorry but we would like first the starter, then we will order the main course. The starter was calamari, and it was O.K, then my wife was satisfied with it's Roasted Mushroom Risotto, but I received a dried Truffle & Pancetta Carbonara with no sauce. I told them the truth about my experience, which if you want to have proper Italian food, it is better to go to an Italian family restaurant like Lorenzo in Crystal Palace, Pinocchio in Brighton etc.... but group like Zizzi don't spend time to train employees properly.",wife went dizzi greenwich serv two differ waiter first one want take order unhappi said sorri would like first start order main cours start calamari wife satisfi roast mushroom risotto receiv dri ruffl pancetta carbon sauc told truth experi want proper italian food better go italian famili restaur like lorenzo crystal palac pinocchio brighten etc group like dizzi spend time train employe properli,ruffl pancetta carbon
3,Zizzi Ristorante,['Restaurant'],2.2,2023-12-09,Jim T,I love the food you are a really good…,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.",I love the food you are a really good restaurant I would really recommend you to people that want to try something different,love food realli good restaur would realli recommend peopl want tri someth differ,love food realli
3,Zizzi Ristorante,['Restaurant'],2.2,2023-09-26,Mrs P Clark,25% off food bill was reflected in food size/taste!,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","On receiving a 25% offer off food we had to show this offer before ordering. My husband ordered the 6 layer lasagne and was given a small portion, my order for the rolled belly pork had fries when it should have been potatoes, on checking I was told it was now always with fries so I suggested they should change their menu! The rainbow carrots served with it was beyond description and not very nice at all. Won’t be back there in a hurry!",receiv offer food show offer order husband order layer latan given small portion order roll belli pork fire potato check told alway fire suggest chang menu rainbow carrot serv beyond descript nice back hurri,food bill reflect food
