Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text,Processed Review Text
3,Zizzi Ristorante,['Restaurant'],2.2,2022-09-25,A. J ,I really wanted to enjoy another Super…,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","I really wanted to enjoy another Super Salad like the one I had in Marlow in 2020, but the Princes Square in Glasgow 2022 salad fell short by a long shot for £12.99! Although the staff were helpful the salad was meagre. Sorry ZiZi nil points!!!",realli want enjoy anoth super salad like one marrow princ squar glasgow salad fell short long shot although staff help salad meagr sorri size nail point
3,Franco Manca,['Restaurant'],2.7,2021-11-13,Jola D,Average pizza,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Average pizza, I had better pizzas. The big minus is when you order it take away they are not packing olives for you, I previously ordered a pizza from different pizzeria and they packed chilli and garlic oil for me without a problem. Also take away pizza should come sliced which would be easier than cutting at home.",averag penza better pizza big minu order take away unpack live previous order penza differ pizzeria pack chill garlic oil without problem also take away penza come slice would easier cut home
3,Zizzi Ristorante,['Restaurant'],2.2,2023-02-24,Richard Morgan,Zizzi Telford,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","Went to Zizzi Telford as a family now in the current climate going out is a treat and out of all the restaurants that we could have chosen we decided to go here.So we walked in and stood by the door and waited as the sign says wait to be seated, eventually a woman says that she will e a few minutes and we continued to wait, a few minutes later we were seated with our menus.I had a discount code for one starter and ordered a couple of starters to share, drinks and the mains. I also showed the waitress the zillionaires member code as it says too (first time I used it) the waitress went off and then came back and said that I could not have the free starter, no explanation I just could not have it, she said do you want to speak to the manager I said yes.The manager comes over I explain I have a code she takes it and I said that the waitress said I cant have it, no explanation, so off she goes and then comes back and says that the code is not able to be used on a Friday and did I still want the starter I said yes and thanks for letting me know that it could not be used, and tells the waitress that I want the order still.The waitress comes over 5 minutes later and asks again do I still want the starter again yes I still want the starter.The starters arrived after 45minutes, now the restaurant was not busy, and once the starter was finished the mains took ages to arrive also.The food is ok and I like the flavours but the portion size has been reduced and I would not normally be hungry still after going out for a meal, and especially after eating fresh pasta which is filling, but on this occasion I was.The manager came over and I asked for the bill she walked off, I thought to go get the bill as she was by what looked like a till, then she disappeared and we could not see her, then we noticed her doing stuff behind the bar I think she was sorting glasses or stocking the fridge.So, we went to the front counter and eventually she came over and I paid, also it turns out that with the use of the zillionaires club I should have been entitled to a free garlic bread, but I have lost out on that now because should have been given to me on my visit.Overall not the best and I will think long and hard before returning, if I ever do. If I return I will post a new review.",went dizzi eyford famili current climat go treat restaur could chosen decid go walk stood door wait sign say wait seat eventu woman say e minut continu wait minut later seat discount code one start order coupl state share drink main also show wit millionair member code say first time use wit went came back said could lack free start explan could lack said want speak manag said manag come explain code take said wit said explan goe come back say code unabl use friday still want start said ye thank let know could differ use tell wit want order wit come minut later ask still want start ye still want state arriv minut restaur idl start finish main took age arriv food ok like favour portion size reduc would remark hungri still go meal especi eat fresh past fill occas manag came ask bill walk thought go get bill look like till disappear could see notic stuff behind bar think sort glass stock went front counter eventu came paid also turn use millionair club entitl free garlic bread lost given best think long hard return ever return post new review
3,Zizzi Ristorante,['Restaurant'],2.2,2023-02-18,Benjamin,Okay menu for an okay price,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","Okay menu for an okay price. Forced to order through their webpage with no internet receiption. My email is instantly used to spam my e-mail on a daily basis,  annoying!",okay menu okay price forc order webpag internet recept email instantli use spasm daili basi annoy
3,The Alchemist Shop,"['Cocktail Bar', 'Restaurant']",4.6,2023-09-19,Gem jayne,Sent wrong size t shirt had to email to…,"The Alchemist is a cocktail bar & restaurant that celebrates molecular mixology, alchemy and craftsmanship. Celebrate our weird and wonderful products.",Sent wrong size t shirt had to email to get rectified. Didn't have it in stock recieved a refund.,sent wrong size shirt email get rectifi stock receiv refund
3,Zizzi Ristorante,['Restaurant'],2.2,2023-09-26,Mrs P Clark,25% off food bill was reflected in food size/taste!,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","On receiving a 25% offer off food we had to show this offer before ordering. My husband ordered the 6 layer lasagne and was given a small portion, my order for the rolled belly pork had fries when it should have been potatoes, on checking I was told it was now always with fries so I suggested they should change their menu! The rainbow carrots served with it was beyond description and not very nice at all. Won’t be back there in a hurry!",receiv offer food show offer order husband order layer latan given small portion order roll belli pork fire potato check told alway fire suggest chang menu rainbow carrot serv beyond descript nice back hurri
3,Gretna Green,['Clothing Shop'],2.8,2023-03-29,Adrian Lee,Tourists beware,"Gretna Green Weddings at the Famous Blacksmiths Shop, A wedding venue since 1754. Popular visitor attraction with hotel accommodation & shopping.","Visited many years ago, we went today it seems the only way to see the blacksmith shop is to pay a lot of money for the experience. We went into the food hall £2.20 for a scone the £1.30 for a small cream 29p for jam you can buy a big jar fo the same price the the butter so nearly £5 for a scone 3 pound for a muffin didn't look at drink prices. Just to expensive everything else there was fine the maze was fun. But sorry food just to expensive",visit mani year ago went today seem way see blacksmith shop pay lot money experi went food hall stone small cream jam buy big jar fo price butter nearli stone pound coffin look drink price expens everyth els fine made fun sorri food expens
3,YOTEL,['Hotel'],2.4,2021-11-28,Stephanie,"Nice place, but too pricey","YOTEL is an innovative hotel group headquartered in London and with hotels located in New York- Manhattan, London Gatwick South Terminal, London Heathrow Terminal 4, and Amsterdam Schiphol Airport. Guests can stay in smartly designed 'cabins' offering all of the luxuries and comfort an international traveller needs in a smaller space.","I've stayed at Instabul Yotelair twice now and I must say my opinion is a mixed one. The rooms are comfy and clean and they come with everything you need. But you can only check in at 6PM and you MUST check out at 7 am, which is not what neither the website not the booking confirmation message said. After a 13-hour flight, waiting hours just to get the room you booked is exhausting and frustrating. We paid almost 200 euros for all of this and breakfast wasn't even included. It's not a luxury place either so the cost doesn't make much sense.",stay instal yotelair twice must say opinion mix one room come clean come everyth need check pm must check neither webster book confirm messag said flight wait hour get room book exhaust frustrat paid almost europ breakfast even includ luxuri place either cost make much sens
3,Subway,['Restaurant'],1.9,2023-07-12,Jackie Simmons,It’s always cold when it comes and they…,SUBWAY - Eat Fresh,It’s always cold when it comes and they get you order wrong everytime,alway cold come get order wrong everytim
3,Zizzi Ristorante,['Restaurant'],2.2,2023-09-26,Mrs P Clark,25% off food bill was reflected in food size/taste!,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","On receiving a 25% offer off food we had to show this offer before ordering. My husband ordered the 6 layer lasagne and was given a small portion, my order for the rolled belly pork had fries when it should have been potatoes, on checking I was told it was now always with fries so I suggested they should change their menu! The rainbow carrots served with it was beyond description and not very nice at all. Won’t be back there in a hurry!",receiv offer food show offer order husband order layer latan given small portion order roll belli pork fire potato check told alway fire suggest chang menu rainbow carrot serv beyond descript nice back hurri
3,Nandos,['Restaurant'],2.4,2023-10-27,Ruth Mzembi,Missing items (this is becoming a regular occurance),,"I ordered a wrap, x2 peri chips and garlic bread along with x2 garlic. perinaises. They forget the perinaise which is very annoying as I didn't have any sauce at home so had to eat my chips dry. The reason I am complaining even though it's a small item is because everytime I order from Nandos there tends to be issues with items missing which is so frustrating! This needs to improve.",order wrap x peri chip garlic bread along x garlic perinais forget perinais annoy sauc home eat chip dri reason complain even though small item everytim order hand tend issu item miss frustrat need improv
3,Bookatable,['Restaurant'],1.6,2020-01-25,Nachhall,Sexist code,"Search, find and book thousands of restaurants and get great restaurant offers!","Just booked a table and since I didn't choose how i wanted to be adressed (because I didn't have to, so why bother), it automatically chose to adress me as Mr. It's the 21st century and bookatable still automatically assumes that being a man is the norm...But 3 stars because it's otherwise a nice enough program and everything else went smoothly.",book tabl sinc choos want dress bother automat chose dress mr must centuri bookat still automat assum man norm star otherwis nice enough program everyth els went smoothli
3,Zizzi Ristorante,['Restaurant'],2.2,2022-09-17,Kajo Hairsalon,It was different,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.",We did everything on the app which my son has done before. It was okay the drinks came quickly the starter came quickly but the main took forever. The staff were lovely especially Scarlet the waitress she was so helpful and got a pudding for my grandson quicker as we had finished our dinner and we’re waiting for ages for for his desert. nothing was too much trouble for her and she was very very friendly.,everyth pp son done okay drink came quickli start came quickli main took forev staff love especi scarlet wit help got pud grandson quicker finish dinner wait age desert noth much troubl friendli
3,Franco Manca,['Restaurant'],2.7,2022-09-18,Mark Candon,"Bad service, good food",Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"The food was good, but I felt front of house more concerned with finish times, as I came later on. I ordered affogato after pizza only to be told machine had been cleaned already, I could gave been awkward but chose not to be. Food good, service below average",food good felt front hous concern finish time came later order affogato penza told machin clean alreadi could gave awkward chose food good servic averag
3,The Alchemist Shop,"['Cocktail Bar', 'Restaurant']",4.6,2023-09-19,Gem jayne,Sent wrong size t shirt had to email to…,"The Alchemist is a cocktail bar & restaurant that celebrates molecular mixology, alchemy and craftsmanship. Celebrate our weird and wonderful products.",Sent wrong size t shirt had to email to get rectified. Didn't have it in stock recieved a refund.,sent wrong size shirt email get rectifi stock receiv refund
3,Subway,['Restaurant'],1.9,2023-07-12,Jackie Simmons,It’s always cold when it comes and they…,SUBWAY - Eat Fresh,It’s always cold when it comes and they get you order wrong everytime,alway cold come get order wrong everytim
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2020-09-21,Janice Johnson,"Food was fab, but social distancing?",,"Food was fab, but there was no social distancing at all when I went? Place was packed and none of the staff were wearing mask at all",food far social distend went place pack none staff wear mask
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-07,Nalans,Difficult to use,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","Difficult to use, hard to search experiences. When I booked I didn’t get much information in the confirmation email (no check in time). Also the hotel didn’t send a separate confirmation so I was worried about whether the booking went through. I will ask my family not to use this website to buy me a gift as it’s not user friendly at all.",difficult use hard search experi book get much inform confirm email check time also hotel send separ confirm worri whether book went ask famili use webster buy gift user friendli
3,The Alchemist Shop,"['Cocktail Bar', 'Restaurant']",4.6,2023-09-19,Gem jayne,Sent wrong size t shirt had to email to…,"The Alchemist is a cocktail bar & restaurant that celebrates molecular mixology, alchemy and craftsmanship. Celebrate our weird and wonderful products.",Sent wrong size t shirt had to email to get rectified. Didn't have it in stock recieved a refund.,sent wrong size shirt email get rectifi stock receiv refund
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-10-19,baca,"was ok ,,",,"was ok ,,, didnt live upto the hype unfortunately... It was pleasant but not out of this world amazing",ok live unto hope unfortun pleasant safe world amaz
3,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-11,Alyson Govier,The beautiful jacket I received…,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.",The beautiful jacket I received unfortunately had a dirty tissue and mint wrapper in the pocket. I was offered a refund but as no more in stock a replacement was not possible. I was advised no discount would be given which is not good enough as I am paying a lot of money for a worn garment.,beauti jacket receiv unfortun dirti tissu mint wrap pocket offer refund stock replac imposs advis discount would given evil enough pay lot money worn garment
3,Nandos,['Restaurant'],2.4,2023-10-25,Eva Mooran,I normally like nandos and their…,,I normally like nandos and their services but the one in Oxford Street is allways full and the service is soooooo slow. They definetly need to have more staff there.,normal like hand servic one oxford street alway full servic soooooo slow definit need staff
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,Mr Hill,The number of places offering afternoon…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",The number of places offering afternoon tea is nit as many as lead to believe.  One place told me the brochure/advertising is misleading. I would have to upgrade my voucher to.jook,number place offer afternoon tea mani lead believ one place told mislead would upgrad voucher
3,West Berkshire Brewery,['Brewery'],3.6,2021-10-29,Consumer,Had heard lots of good reviews,"WBB was founded by two passionate homebrewers in 1995 and is still anchored by their principals; the importance of community, respect for tradition and a commitment to build a sustainable future. In this constantly changing world, West Berks have a mix of tradition and innovation permeating everything they do. No matter what beer you choose, you can be sure it's going to be balanced, true to style and delicious. You can find the now 60hL Brewery, Shop, Taproom and Kitchen hidden deep in the rolling Berkshire countryside where you can enjoy a wood fired pizza with your pint (other beverages are available). Vegetarian, vegan and gluten free options as standard, family friendly and dogs welcome.","Had heard lots of good reviews. We were very underwhelmed. The burger of the week was amazing. Ham egg and chips was as you’d expect. Foot long hot dog, again was satisfactory. The ribs however were awful. Anaemic and some runny sauce poured over the top. Ribs, in my opinion, should be sticky, gooey, and bordering on burnt. They were really not pleasant to eat. All in all we found it “ok”. Wouldn’t recommend and doubtful if ever return",heard lot good review underwhelm burgher week amaz ham egg chip expect foot long hot dog satisfactori rib howev aw anaem funni sauc pour top rib opinion sticki good border burnt realli unpleas eat found ok recommend doubt ever return
3,Subway,['Restaurant'],1.9,2024-01-02,Manuel Jr. Guidote,Antrim subway guy Ryno a bit cheeky,SUBWAY - Eat Fresh,Antrim subway guy a bit cheeky,antrum subway guy bit cheek
3,Gourmet Guide,['Restaurant'],2.2,2018-07-09,bail5542,Out of date vouchers,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","The list of restaurants that the vouchers can be used at is great however, we had a number of issues with receiving the vouchers and I had to call twice to chase where they were. Eventually getting the vouchers resent which was just as well as when the first order did surface they had run out in April!Please check the dates on the vouchers.",list restaur voucher use great howev number issu receiv voucher call twice chase eventu get voucher resent well first order surfac run april pleas check date voucher
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-02-23,John Paul B.,Poor service but excellent food,,"I booked a Valentine's Day meal; I didn't realise my wife had also booked a meal with another restaurant for the same day. I emailed them within half an hour of making the booking, and they promised to cancel and refund my card. When Valentine's Day arrived, so did the (very expensive) box as they had failed to cancel the order. We decided to keep the box and not request a refund, but did let the restaurant know that they had failed to cancel the order. There was no reply, even after my follow up requesting the General Manager's contact details. So: 3* rating for poor service. The food was superb though - steak was divine, chips were excellent and very similar to the restaurant. Don't expect them to get back to you though if you order.",book valentin day meal realis wife also book meal anoth restaur day remain within half hour make book promis cancel refund card valentin day arriv expens box fail cancel order decid keep box request refund let restaur know fail cancel order repli even follow request gener manag contact detail rate poor servic food superb though speak divin chip excel similar restaur expect get back though order
3,Nandos,['Restaurant'],2.4,2023-11-27,MRB,Tasty but stingey,,You can’t fault the taste of the chicken but they are a bit skinny. The chickens must be on a diet as the 1/2 chicken was lean to say the least. Bit stingey on the spicy rice and the slaw was decent. Overall ok but £30 for 2 mains with sides does feel a bit punchy,fault tast chicken bit skinni chicken must diet chicken lean say least bit stingi spice rice saw decent overal ok main side feel bit punch
3,Nandos,['Restaurant'],2.4,2023-08-26,Stylianos,"We are 7 years clients,always amazing but!!",,"We are 7 years clients, the food is always amazing and so delicious, but today on Milton Keynes Trade Center the waiter who brigs our order  had long hair that reached all the way to our food, this is unaccepted for a restaurant, we are really disappointed, we are very happy with everything in Nandos, to be fair, this is the only issue for 7 years.",year client food alway amaz delici today milton eye trade center waiter bring order long hair reach way food accept restaur realli disappoint happi everyth hand fair issu year
3,Gourmet Guide,['Restaurant'],2.2,2018-06-07,Margaret Barker,A little confusing,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","A little confusing, as I sent an email, with our details, then discovered that it was much easier to book through the Gourmet Guide website.  I find that validating vouchers can be a bit scary!  Got there in the end though!",littl confus sent email detail discov much easier book gourmet guid webster find valid voucher bit scar got end though
3,Franco Manca,['Restaurant'],2.7,2022-07-29,Patrica Oldga,the wait to get a table and our food…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,the wait to get a table and our food took so long that my family and I could go home and come back in the duration of the wait. The food is nice though,wait get tabl food took long famili could go home come back durat wait food nice though
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-07,Nalans,Difficult to use,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","Difficult to use, hard to search experiences. When I booked I didn’t get much information in the confirmation email (no check in time). Also the hotel didn’t send a separate confirmation so I was worried about whether the booking went through. I will ask my family not to use this website to buy me a gift as it’s not user friendly at all.",difficult use hard search experi book get much inform confirm email check time also hotel send separ confirm worri whether book went ask famili use webster buy gift user friendli
3,Nisbets Limited,['Restaurant'],2.0,2023-12-22,Jeremy Elwell,Service could be better,"Nisbets is Europes largest supplier of catering equipment, with over 30 years experience serving the catering trade. With Nisbets next day delivery promise and a huge product range, spanning over 20,000 lines from Chef Clothing, Knives and Utensils through to Cooking Machines and Refrigeration. It is no wonder they are number 1 and used by hundreds of thousands of customers worldwide.","Purchase made on next day delivery, didn't arrive as agreed.  Got mixed responses from customer service, eventually cancelled order and purchased elsewhere.  Item then arrived, tried to return and get a refund and customer service pretended my telephone number was unobtainable so didn't action.  However, in the interests of fairness, I should say I did also make another purchase a few weeks prior and that arrived as agreed.",purchas made next day deliveri arriv agre got mix respons custom servic eventu cancel order purchas elsewher item arriv tri return get refund custom servic pretend telephon number obtain action howev interest fair say also make anoth purchas week prior arriv agre
3,Nandos,['Restaurant'],2.4,2024-01-12,Felicity Cole,Good service but lacked organisation.,,"I visited Nando’s Bicester Pioneer Square with my boyfriend. We both ordered food at the same time but only my boyfriend’s came after about 20 mins. He had then finished his meal and I was still waiting. About 40 minutes after we’d ordered I asked about my food. The waiter was lovely and followed it up and immediately brought me out my food with some complimentary chips. Unfortunately, due to my food being sat overlooked, it was quite cold. I’ve never had a problem like this before at Nando’s but this was my experience at this one.",visit bicest pioneer squar boyfriend order food time boyfriend came mind finish meal still wait minut order ask food waiter love follow immedi brought food complimentari chip unfortun due food sat overlook quit cold never problem like experi one
3,Caferouge,['Restaurant'],1.9,2022-02-25,Paula,Booked with a buyagift voucher+ 1 extra…,"Café Rouge - Bar, Restaurant and Café","Booked with a buyagift voucher+ 1 extra person at Cheshire Oaks. Friendly staff but very slow service.Starters good, main courses fine but pudding could have been warmer.Disappointment with the bill- very complex to assess but noted overcharged for drinks( corrected)  and only covered for the lower priced items with the voucher even though these were for different members of our party.Overall an overpriced meal rather than a bargain.",book buyagift extra person cheshir oak friendli staff slow good main cours fine pud could complex assess note overcharg drink correct cover lower price item voucher even though differ member overpr meal rather bargain
3,Barmans.co.uk,['Restaurant'],4.6,2017-01-02,Vanessa Brow,Delivery let down,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","I pre-ordered some glasses on 6th December.  On 19th December I emailed them to ask when they would be delivered and they promptly replied saying they were packed and ready to be dispatched the same day.Come lunchtime Christmas Eve they hadn't arrived. I logged onto my account to check the status and it said they were still waiting to be dispatched.So followed an email from a rather angry customer who had to go into town on Christmas Eve afternoon to try and find something similar.On 28th December at 13:41 I received an email apologising for the inconvenience and would I like them to send the glasses again or a refund.  At 16:45 I received another email saying that the glasses had been dispatched.  Didn't get much chance to reply as I was walking in Scotland!The glasses are what I wanted so no problem there.  I am disappointed that I was told they would be dispatched on 19th, they weren't and when I emailed them they responded with the idea that they had been dispatched but I hadn't received them despite the status of my order was 'waiting to be dispatched' Then I was asked if I wanted another set of glasses sending (as though they had been sent in the first place) or a refund and without getting chance to reply they were sent.I was initially impressed because of their responses but by the end left disappointed them",glass th decemb decemb remain ask would deliv promptli repli say pack readi dispatch lunchtim christma eve arriv long onto account check statu said still wait follow email rather angri custom go town christma eve afternoon tri find someth decemb receiv email apolog inconveni would like send glass refund receiv anoth email say glass dispatch get much chanc repli walk scotland glass want problem disappoint told would dispatch remain respond idea dispatch receiv despit statu order dispatch ask want anoth set glass send though sent first place refund without get chanc repli initi impress respons end left disappoint
3,Zizzi Ristorante,['Restaurant'],2.2,2022-12-01,Linda Stone,"Great Manager, bad food.","Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","Karolina the Manager of One Change Place (near St Paul's) was great, sadly the food itself was not. A group of four of us all had the festive set menu, and whilst it is great value, the food was below par. Two of the mains (belly pork) was so coated in oil you could see the puddle when the plate was moved, we asked for new mains and these did arrive quickly but the point of enjoyment for food was out the window by then. The belly pork main also came with limp looking chips rather than crispy small potatoes. It was clearly a bad day in the kitchen for the chefs. One of the desserts (sticky toffee pudding cheesecake) was without the toffee sauce as described leading it to be dry. Service for drinks was slow too, and we had to ask for drinks on numerous occasions before they arrived. Overall, I wouldn't go there again, and wouldn't recommend. Their only saving grace is that they have a front of house Manager who has excellent customer service.",carolina manag one chang place near st paul great sadli food group four us festiv set menu whilst great valu food par two main belli pork coat oil could see puddl plate move ask new main arriv quickli point enjoy food window belli pork main also came limp look chip rather crisp small potato clearli bad day kitchen chess one desert sticki coffe pud cheesecak without coffe sauc describ lead dri servic drink slow ask drink numer occas arriv overal would go would recommend save grace front hous manag excel custom servic
3,Mussarats,['Restaurant'],4.4,2022-08-15,G. H,I visited this place yesterday,"A modern, contemporary twist on a variety of different Cuisines!","I visited this place yesterday, we did not have to wait long and was seated, however the food was just average nothing special. The kids meal chips and chicken nuggets were 6 pounds you would expect maybe a fruit shoot or a children drink with that for that price. The thing that really dissapointed me was the mocktails I asked for a Pina colda which had a very soar taste when i informed the waiter he kindly offered to replace it with a mango mocktail however this did not taste like a mocktail it tasted like a rubicon mango with added ice and some mint leaves. Which is not good as you paying nearly 5 pounds for a drink.Overall I do feel the place needs to upgrade the food to reflect their prices, also they refused to give us tap water and wanted us to buy bottled water or drinks 🤷‍♀️",visit place yesterday lack wait long seat howev food averag noth special kiss meal chip chicken suggest pound would expect mayb fruit shoot children drink price thing realli disappoint cocktail ask pink cold soar tast inform waiter kindli offer replac mang cocktail howev tast like cocktail tast like rubicon mang ad ice mint leav evil pay nearli pound feel place need upgrad food reflect price also refus give us tap water want us buy bottl water drink
3,Nandos,['Restaurant'],2.4,2023-08-26,Stylianos,"We are 7 years clients,always amazing but!!",,"We are 7 years clients, the food is always amazing and so delicious, but today on Milton Keynes Trade Center the waiter who brigs our order  had long hair that reached all the way to our food, this is unaccepted for a restaurant, we are really disappointed, we are very happy with everything in Nandos, to be fair, this is the only issue for 7 years.",year client food alway amaz delici today milton eye trade center waiter bring order long hair reach way food accept restaur realli disappoint happi everyth hand fair issu year
3,Zizzi Ristorante,['Restaurant'],2.2,2023-12-28,Pascal Leblanc,Truffle & Pancetta Carbonara.,"Our restaurants are run the Italian way - passionate and homely with a little flair. Wherever you are, something you can always be assured of is a warm welcome.","On 28/12/2023 my wife and I, went to Zizzi in Greenwich. We were served by two different waiter. The first one wanted to take the all order, and was not happy, when we said, sorry but we would like first the starter, then we will order the main course. The starter was calamari, and it was O.K, then my wife was satisfied with it's Roasted Mushroom Risotto, but I received a dried Truffle & Pancetta Carbonara with no sauce. I told them the truth about my experience, which if you want to have proper Italian food, it is better to go to an Italian family restaurant like Lorenzo in Crystal Palace, Pinocchio in Brighton etc.... but group like Zizzi don't spend time to train employees properly.",wife went dizzi greenwich serv two differ waiter first one want take order unhappi said sorri would like first start order main cours start calamari wife satisfi roast mushroom risotto receiv dri ruffl pancetta carbon sauc told truth experi want proper italian food better go italian famili restaur like lorenzo crystal palac pinocchio brighten etc group like dizzi spend time train employe properli
3,The Alchemist Shop,"['Cocktail Bar', 'Restaurant']",4.6,2023-09-19,Gem jayne,Sent wrong size t shirt had to email to…,"The Alchemist is a cocktail bar & restaurant that celebrates molecular mixology, alchemy and craftsmanship. Celebrate our weird and wonderful products.",Sent wrong size t shirt had to email to get rectified. Didn't have it in stock recieved a refund.,sent wrong size shirt email get rectifi stock receiv refund
3,Fusionkitchen,['Indian takeaway'],2.4,2023-05-14,Megan Smith,Very good food,"Fusion Kitchen is an online ordering portal for Takeaways and Restaurants in the United Kingdom. 

We’re always working to make your ideas
better. Now that you’ve Fusion Kitchen for
a bit, We’d like to have your thoughts.","Very good food. Clean, cosy and hassle-free atmosphere.",good food clean cosi atmospher
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-06-21,Jodie Smith,Everything was fine!,,"I have absolutely no complaints about our dinner at Hawksmoor, however I wasn’t wowed by anything either. The restaurant itself was nice enough, the staff were friendly and polite, the atmosphere was okay, the food was good. It was a pleasant experience.",absolut complaint dinner hawksmoor howev bow anyth either restaur nice enough staff friendli polit atmospher okay food good pleasant experi
3,Nandos,['Restaurant'],2.4,2024-01-12,foxglove1957,Food was good when it arrived but had a…,,Food was good when it arrived but had a long wait of an hour from ordering.  The Salisbury branch seemed to overwhelmed by takeaway and delivery orders to the detriment of the in house guests.  The staff were all working very hard and with polite courteous and good natured service.  But the system of takeaway orders taking priority has to be reorganised.,food good arriv long wait hour order salisburi branch seem overwhelm takeaway deliveri order detriment hous guest staff work hard polit courteou good natur servic system takeaway order take prioriti reorgan
3,IENS,['Restaurant'],2.0,2022-07-31,Dennies de Wit,"Gisteren naar Royal Fook Long  in Amsterdam geweest.Een all yo can Asian fusion restaurant, we aten hier wel vaker maar na gisteren voorlog niet meer. Sushi wa matig en het Thaise eten was erg laf.",Weet waar je eet! iens.nl staat voor onafhankelijke restaurant informatie. De talloze reacties die we van restaurant bezoekers ontvangen zijn de bouwstenen voor de omschrijving van de restaurants.,Gisteren naar Royal Fook Long geweest,gisteren near royal took long newest
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-10-19,baca,"was ok ,,",,"was ok ,,, didnt live upto the hype unfortunately... It was pleasant but not out of this world amazing",ok live unto hope unfortun pleasant safe world amaz
3,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-12,Kim Silvester,Wouldn’t let me put blue light code in…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Wouldn’t let me put blue light code in and spent far too long trying. In the end went for your 20% discount you offered anyway,let put blue light code spent far long tri end went discount offer anyway
