Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text 
5,Franco Manca,['Restaurant'],2.7,2023-06-16,Vivian,As usual Franco Manca have the best…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"As usual Franco Manca have the best customer service. I visited the branch at Soho with lovely service of Imi the manager. Lovely food, fast service."
1,Franco Manca,['Restaurant'],2.7,2023-02-15,Carole Cain,Went here for my birthday meal with my…shocking,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Went here for my birthday meal with my family, was so looking forward to a nice meal.service was very slow , starters were nice , homemade lemonade yummy.waited a long time for our pizzas .wow when they finally arrived they were disgusting!! Hardly any topping dry and burnt.so disappointing .i told the waiter we were not happy and to be fair he agreed they should not be the way they were.he didnt charge for pizzas .to be honest no consolation and it was my birthday treat. I have complained to head office just so they know ive had a reply and sent pics.this place really needs to up its game especially when its a treat for people like me i and many others can not afford to eat out .so when i do i want good food.this was the trafford centre branch."
5,Franco Manca,['Restaurant'],2.7,2022-07-28,Lisa Pike,Came to this fantastic little…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Came to this fantastic little restaurant in Ealing. Lovely location. Food. Bellissimo. And I must add if you want the best coffee ever get Olivia to make it. !! Yum
1,Franco Manca,['Restaurant'],2.7,2022-10-20,kirsty,"Never been to a Franco Manco before,",Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Never been to a Franco Manco before,never will again . No good for gluten free as so much flour in the air and chef doesnt change gloves etc.I had a Tuna pizza, served at the same time as my lamb sausage starter ! very limited topping but totally swamped in a sauce all over it, grim.Bottle of prosecco , which you dont even get a wine glass to drink from , let alone a fizz glass! Just same glass as water !Very expensive for what is was, overall very disappointed."
1,Franco Manca,['Restaurant'],2.7,2021-09-27,Jennifer Smith,Just all round disgusting food,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Just all round disgusting food. Ordered the garlic bread and all you could taste was the ridiculously thick layer and clumps of herbs on it. Actual pizza was so average and no real taste to it.
3,Franco Manca,['Restaurant'],2.7,2021-11-16,Roby,I don’t usually do reviews but tonight…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"I don’t usually do reviews but tonight I feel to share my experience.The pizza was great as usually, although the table next to us were so noisy!! Keep shouting all night!!"
1,Franco Manca,['Restaurant'],2.7,2023-02-04,Ron,Pathetic,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Pathetic, Went into the Aldwych branch after seeing a brilliant show, I asked a staff member if they could accommodate us, just turned away from me and ??? I stood there like an idiot and eventually confronted him, who RELUCTANTLY motioned with his hand towards a table, it went downhill from there (Incl a dismissive manager), I'm speechless, there's a massive problem there that's not being addressed by management!"
1,Franco Manca,['Restaurant'],2.7,2021-12-21,Esther Louise Cochrane,Best eaten at Franco Manco,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Best eaten at Franco Manco. We ordered through Uber Eats Brighton and received an uncut, soggy, tasteless pizza which literally had no toppings."
2,Franco Manca,['Restaurant'],2.7,2021-12-21,Ro Rajput,Food is not too bad,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Food is not too bad, bit limited on drinks menu and the amount of cheese or toppings. Covent gardens staff are rude and make you feel very uncomfortable."
1,Franco Manca,['Restaurant'],2.7,2023-02-25,Jo,Rude staff,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Went to the branch in Leeds. Had one of the worst pizzas I've ever tasted, the staff was incredibly rude and dismissive, and hadn't even brought half the order by the time we left."
5,Franco Manca,['Restaurant'],2.7,2023-06-17,customer,Excellent as always here in Reading…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Excellent as always here in Reading Franco Manca. Bee has an excellent communication skills. Happy to be back …
4,Franco Manca,['Restaurant'],2.7,2023-02-11,UK Customer,Avoid the UberEats option,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,I had a complaint. It has now been dealt with very effectively and nicely. I still would not use in conjunction with UberEats as there is no refund mechanism.
1,Franco Manca,['Restaurant'],2.7,2022-08-17,lily,Don't blame staff…blame senior management,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Went to the Wimbledon restaurant this afternoon for my birthday with 4 friends. The service was dire and I will never return.I spoke to the manager, and although I gave her my opinion,  she explained that she is understaffed. I can only sympathise with her and the other staff. This is an issue in the hospitality sector and it is sad that Mr Nabil Mankarious and his team are not willing to see this and provide help where it matters. Mr M.. you can either bury your head in your latest results (pat on the back!) and assume the next quarter is the same...and lose your business...or you can help your staff to understand the issues and help out. There is a lot YOU can do. Get out of your ivory tower.Your assets...your staff and customers,  without either you have no business.It was my 1st time and last time at Franco Manca. I am surprised that your staff continue to work under such dire conditions. There are plenty of hospitality jobs available in Wimbledon."
5,Franco Manca,['Restaurant'],2.7,2023-10-27,Kelly Wise,Delicious food,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Delicious food, amazing service, loved the vibe. Will defo be back again soon to catch up with my pals."
5,Franco Manca,['Restaurant'],2.7,2021-06-07,Tanya Kozlova,My favourite pizza place,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,My favourite pizza place! Best pizza in London for sure - would recommend to anyone who wants quality food in their stomach!
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
5,Franco Manca,['Restaurant'],2.7,2023-02-06,Mimi,Lovely food,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Lovely food, kind staff and beautiful decor. Had spicy pizza and sharing meat platter between the two of us and it left us stuffed. The flavours were divine! Good vibes all round."
5,Franco Manca,['Restaurant'],2.7,2021-08-20,Richard Evans,Luciano made London Lunch visit Fantastic!!!,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Apologise for the delay in my feedback.  Back on May 2021 I decide to take my son out for the day, no-holds bard fun fun fun, we went all-over London or at least what we could fit in.  During the day and as always, you will get peckish and in my sons case bloody hungry, he's stomach on legs.  Any how, as it happened, whilst starting to get that desperate feeling as not knowing where to go for lunch, we were standing outside Franco's.  Right place at the right time.  As we approached the door, we were greeted very courteously & professionally, asked to sanitise hands, scan check-in, then we were seated by the window.  We were handed menu's, ordered drinks, told about the specials etc, nothing new, just great service.  The cheerful guy that served us was extremely good at his job, despite giving some tip that might help him in the future, went by the name 'Luciano'.  Honestly no one could ask for better in how someone could look after their customers.  Having struck conversation with Luciano, just made the whole lunch more worthwhile.  Feeling pretty tired going into the restaurant, its amazing how conversation and a giggle can revitalise guests to crack on and have a great afternoon.  So, YES, my son and I will be going back to Franco Manca's, soon hopefully, food was extremely good, service was exceptional, but Luciano, just made the experience that much better.  Mainly its because having been in lock-down for SO long, just great to talk with another human being."
5,Franco Manca,['Restaurant'],2.7,2023-07-11,dagmara zmuda,I visited Franco Manca Richmond,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"I visited Franco Manca Richmond,  we were very  welcome by the manager Luigi, great Costumer service,  excellent food. 👏"
1,Franco Manca,['Restaurant'],2.7,2021-08-28,customer,Would never come back,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Would never come back. We had to keep hold and reuse cutlery from starter. Starter salad was a Tesco mixed leaf salad bag. Only given one fork. Prosecco served in a sippy cup. Staff were rude. My partner’s pizza came out 10 minutes before mine. Do not come here!!!! Better service in McDonald’s
1,Franco Manca,['Restaurant'],2.7,2023-01-30,hayley,Horrible restaurant fr,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Waited around 20 minutes to get served even though the restaurant was not busy. The glasses were dirty. The pizza was burnt and the dough was chewy. The tomato base was very watery and there was too much of it. Very limited and overpriced menu. Definitely not coming back. Probably one of the worst pizzas I have ever tasted.
2,Franco Manca,['Restaurant'],2.7,2023-03-25,JenChi,Wouldn’t return to St Paul’s location,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Visited the St Paul’s location. Seemed like the staff did not want to be there and anything you asked for was too much trouble and they rolled their eyes. We were seated and it took about 15mins just to order, by this time the table next to us (who came in after us) already had their drinks and their food. We didn’t mind the wait but the food was ok at best. Wouldn’t go back."
1,Franco Manca,['Restaurant'],2.7,2023-06-21,Karina,Gutted that the new supermarket pizzas…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Gutted that the new supermarket pizzas aren’t made with free-range meat. Could have been their USP. This is one of the things that makes a Franco Manca’s pizza.
1,Franco Manca,['Restaurant'],2.7,2022-07-14,Anarghya Bhat,Expensive for nothing,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Expensive for nothing. They literally have pizzas with no cheese. Not worth the price at all. I regret coming here 13th July 2022
5,Franco Manca,['Restaurant'],2.7,2023-06-24,Anna,The best pizza outside of Italy,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,The best pizza outside of Italy. I had the vegetable special. Friendly quick service. Will definitely be back
5,Franco Manca,['Restaurant'],2.7,2023-07-14,Katie Holt,recommend,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"went to trafford franco manca , our server dante was rlly friendly and helpful and the food was so nice will be back"
1,Franco Manca,['Restaurant'],2.7,2023-04-24,Eyes of the Tiger,Awfully treated!,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"When we were here last time (Muswell Hill branch) we had a bad experience but I always given second chances so we returned today !just wanted to treat my son with a  yummy pizzas after his school....yummy? You bet!!Despite we were the only customer at the restaurant it took an Italian speaking Waiteress to take orders from us  to 10 minutes,They (chefs-waiting staff) were all having a cosy conversation)Whilst we were waiting to be served uber or other delivery bikers picked up their orders each by each so Despite we were the only customers in the Restaurant it took 30 minutes to being served!By then I made my mind up we won't be coming back ! After we finished our meals we were waiting for our dessert orders to be taken but still no luck ! So I had to get up and spoke to a member of the waiting staff kindly  requested an ice cream for my sonYes than the  ice cream served but our main course -pizzas left overs plates were still on the table!Nobody bothered to clear our table!I'm glad that nobody asked me for anything tea-coffee etc:)(Very professional uh:)As soon as my son had his ice cream than we prepared our self paid the bill at the desk rather then waiting for it on the table It was another awful experience for us.PLEASE AVOID!"
1,Franco Manca,['Restaurant'],2.7,2023-04-09,Amber,Racist manger near the Victoria…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Racist manger near the Victoria station. I asked one of the stuff to give me her name and they completely said no and took her side. It made me feel like I’m crazy. Then she and her stuff were giving me dirty looking through out my time there.
4,Franco Manca,['Restaurant'],2.7,2022-10-28,rebecca,Had lovely pizza at the Franco Manca’s…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Had lovely pizza at the Franco Manca’s off Oxford street. Service was great. Pizza was hot and tasty. We were two adults and two teens and all very satisfied with food.  Our experience was lovely so I’m surprised to read the bad ones. Maybe it depends which one you go to?
2,Franco Manca,['Restaurant'],2.7,2022-05-02,Ovidiu,Not recommended. Too greedy!,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"I went there with my niece and my girlfriend to celebrate my nieces birthday in Putney. The food was ok but at the end, to my surprise, they came back to me and said that they did  not have change, even if they charge me 10% tip on the bill. It was really embarrassing. I wont go there again... Their tip ended up to be 20% of the bill ant that without being asked if I want to give them a tip or not"
1,Franco Manca,['Restaurant'],2.7,2023-04-16,Smit,Franco Manca Balham branch,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Balham branch. Bloody awful. Service, food, Atrocious. Never again. Not sure why they bother."
1,Franco Manca,['Restaurant'],2.7,2022-07-03,Richard Martin,Very disappointing,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Very disappointing, poor quality pizza with minimal toppings and a salad that was mainly stalks from salad leaves. Poor all round"
5,Franco Manca,['Restaurant'],2.7,2023-03-18,"Andrew, HuddisonJacob Ltd",Fantastic pizza restaurant,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,We visited the Bournemouth Restaurant on Sat 18th March - what an amazing bunch - the staff were really lovely - and the only time we’ve ever tasted pizza that great was when we were in Italy!! Thank you you for a lovely evening .. top Chef :-)) .. thank you to Mirek and the team .. see you again soon .. Andrew and Tomasz :-)) 10/10
2,Franco Manca,['Restaurant'],2.7,2023-06-11,Mikael Gotlieb Hansen,Takes for bloody ever …!!!!,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Takes for bloody ever to get a simple pizza. They cleary give take away orders priority. We waited 1 hour for 2 pizzas at the Franco Manca in Greenwich. Absurd.
5,Franco Manca,['Restaurant'],2.7,2023-07-03,Christine Stott,Had a lovely pizza & tuna salad at…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Had a lovely pizza & tuna salad at lunchtime with my friend. Delicious food. Server was a lovely young lady & I'm so sorry forgot to leave a tip.
5,Franco Manca,['Restaurant'],2.7,2023-08-24,Iris Mcdonald,At the Trafford centre restaurant we…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,At the Trafford centre restaurant we were served by Dante ! great service and a fantastic interaction .
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
2,Franco Manca,['Restaurant'],2.7,2023-04-22,Shanika Kelly,BLACKHEATH BRANCH- I took my mum to try…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,BLACKHEATH BRANCH- I took my mum to try FM and sorry to say the food was awful they are so stingy with the cheese. Not impressed dont think I will bother to return.
1,Franco Manca,['Restaurant'],2.7,2022-12-16,Martin Friel,Awful,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Awful. Took over an hour and was stone cold when it arrived. It looked like the toppings had been accidentally dropped on the pizza. First and last time I'll order here.
1,Franco Manca,['Restaurant'],2.7,2022-10-24,Josh Marsh,Soggy food and all over the place service,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"After going to Franco Manca in London a few times I was excited to hear it was coming to Chichester. I was however very disappointed with my experience (which I really hope is just teething problems being newly open). We waited 45 minutes for a table which is understandable with it being new and exciting. But soon after we were seated we had our drinks order taken - these never arrived until our starters were served 25 minutes later. The starters were very pleasant, no issues at all. When our main courses arrived, our pizzas were very soggy - it looked like a glass of water was poured over it. I tried eating a slice but it made me nauseous and could not eat more. When the waitress came over she apologised but told me it’s how it’s supposed to be when made when with buffalo mozzarella - which I’ve never seen this wet before. The base was undercooked and soaked. I’ve had great experiences in Franco Manca before, it’s just a shame that this experience was very poor. I noticed other tables being left unattended and had conversations with other customers who also never received their drinks. We had 3 different waiting staff attend to us so it was clear no one had delegated sections, and no one was focused on drink orders as it was a bit all over the place.I hope they take all feedback on board and can improve their service and dining experience over all as it is generally a good restaurant chain and I’d like to give benefit of the doubt regarding this experience."
5,Franco Manca,['Restaurant'],2.7,2023-03-02,Robyn Farrell,Domenico was our waiter,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Domenico was our waiter, he was lovely! super speedy service, sat down and ate within 20 minutes and amazing food😮‍💨"
5,Franco Manca,['Restaurant'],2.7,2022-05-11,Maureen Murrell,Wonderful food and service & atmosphere,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"I love coming in franco manca mosely street, piccadilly.All the staff are  brilliant. I highly recomend here. For a lovely evening out.Maureen"
2,Franco Manca,['Restaurant'],2.7,2021-08-17,Renata Kovalcuka,Franco Manca (South Ken branch) - serving bad vibes with your pizza,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Franco Manca has always been a to-go-to place for pizza cravings around London, and we had exactly that on Sunday 15th Aug after visiting V&A next door.The restaurant was nowhere near full, but we were pointed to a mini table near the kitchen and given a judgemental look when suggesting a 4-seater (many of which were available). We are both 6ft tall and leg space is always appreciated, but of course we would move if larger parties were to come in afterwards. Noone expects a 5* service (just a delicious pizza served with a smile, thank you!), but interactions with the staff were rather unpleasant - it felt like the place was run by teenage girls with no supervision or customer service training. The order arrived quickly, but no-one checked on us throughout dinner and eye contact attempts were proficiently ignored. We ran out of water and could not order anything else as the waitress simply brushed by the table collecting empty glasses/bottle without asking if refill is needed. The bill arrived incorrect and instead of explaining the error proactively, the girl waited for it to be questioned - again, no customer service skills whatsoever (where a simple sincere apology would have done the trick). We paid and left without placing any complaints as this would have been simply pointless and would make the experience even more bitter.All in all - although hospitality is going through a rough time - please train your staff better, service is still about quality not quantity. A smile, as such, costs nothing - even post-pandemic!"
1,Franco Manca,['Restaurant'],2.7,2021-08-16,Angela ,Soggy Pizza,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,My gluten free pizza was very soggy and practically inedible. I shan’t be ordering from Franco Manca again
1,Franco Manca,['Restaurant'],2.7,2021-05-06,Laylah Robert,franco manca Westfield/White city : TERRIBLE since re-openimg,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,My fiance and I used to visit regularly before lockdowns and the service and food used to be great. We went to visit again once restaurants re opened and the service and quality of food and portions is terrible. 1) We first ordered a side of olives and only got 5 pieces in the little bowl. Usually the fill the bowl up. 2) We then ordered a side of mozzarella and garlic bread (which is the same price as the pizza) and we barely had any mozzarella on the bread. It was also luke warm when it arrived to the table and not hot like their pizzas and food usually is. 3) the two waitresses were just lazy and looked like they didn't even want to be there or do their job. 4) pizzas arrived luke warm and not straight away from the oven like they normally used to do. And it wasn't even the right order after making us wait 15+ minutes for food. Will not be visiting this branch again. Service and quality has gone down the drain massively. There's no excuse for food to come out warm instead of fresh!
5,Franco Manca,['Restaurant'],2.7,2023-07-02,BM,The staff in Franco Manca in Cheltenham…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,The staff in Franco Manca in Cheltenham were really lovely. Appreciate the good service!
4,Franco Manca,['Restaurant'],2.7,2021-05-26,Jessica Carrington ,Such great value and super delicious,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Such great value and super delicious. Your service is always amazing and your Pizzas are simply the best. Keep up the good work.
5,Franco Manca,['Restaurant'],2.7,2022-11-16,Alex Barnett,Not sure why other reviews are poor…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Not sure why other reviews are poor although I wonder if they have put their prices up
5,Franco Manca,['Restaurant'],2.7,2023-01-01,MRS G E TERRY,Consistently delicious fresh pizza,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Consistently delicious fresh pizza, the chef is great with kids, made ours a heart shaped pizza. Been a few times to ours in Chichester; great staff and best pizza in town ."
1,Franco Manca,['Restaurant'],2.7,2022-06-19,Dan Alvino,Where was the service?,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Food was good, service nearly non-existent. Forgot 50% of our pizzas, detached behaviour, basically staff in the wrong job."
5,Franco Manca,['Restaurant'],2.7,2023-09-01,Linda,Chiswick…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Chiswick…. Great service Went on a Friday eve, the restaurant was full and they seemed short on staff. None the less the service was very good with a smile and the pizza was great!"
1,Franco Manca,['Restaurant'],2.7,2021-09-08,Bella Blue,Terrible pizzas,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Terrible pizzas . One was very dry hardly and sauce or cheese on the pizza , the other pizza was under cooked look wet and soggy couldn’t eat it . All sourdough and no tomato or cheese . Would not go there again"
2,Franco Manca,['Restaurant'],2.7,2021-10-25,Harry,Not good food at all when I ordered,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Not good food at all when I ordered. The garlic bread in particular was really really poor - big slices of barely cooked garlic and clumps of strong powdered herbs. It was suprisingly bad.
1,Franco Manca,['Restaurant'],2.7,2023-07-22,Mila,"We have been charged extra, given bad service and never received the refund for incorrectly charged items",Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Hello, I have visited Franco Manco restaurant in South Kensington with my mum on the 22nd July 2023 around 5pm. We had a pizza with a tiramisu and drinks. I don’t always look at the bill but I’m glad I did as they charged us 2 extra items which counted for 30% of the bill value. When I told the staff member, there was no apology and we were told that we have to fill in a form for a refund as this is the policy and then wait up to 5 days for the money to be refunded. My mum was not happy as this has never happened, money is normally refunded straight to the card, especially when this was not our fault - they put random items (extra ice cream and tiramisu) on our bill. When we filled in the form, I asked if there in any proof they can provide and the member of staff just smiled at me that this is a billion dollar company and they refund every customer. I believe this was a manger as the lady was dressed differently; not in uniform, with dark hair. It was not the person who asked for our order. Until today - 3rd of August, the refund was not received. I am very disappointed with the service and basically being robbed. Thanks a was a visit of my mum in London and we never came across situation like this in a restaurant. I have also emailed Franco Manco via their website and have not received any response. I would like to know how I can received this money back and how is this possible to happen in a big chain like this. This is only £10 pounds but as I mentioned it is 30% of the bill, the service provided was horrible, and we have never been refunded. My mum is not from London so she has no way even going back to the restaurant, it is additional time and money and it has been inconvenient enough to deal with this situation. Very disappointing!Unfortunately I don’t see the option to upload attachments to upload the receipts."
1,Franco Manca,['Restaurant'],2.7,2023-01-03,Nick,Overcharged and no willingness to…,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Overcharged and no willingness to rectify the issue when emailing complaint, will stick to Santa Maria from now on."
1,Franco Manca,['Restaurant'],2.7,2023-10-24,Chris Welsh,Very sad to see another poor customer service experience. Why,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"We discovered Franco Manca in august, Southampton branch. It was the only restaurant with a table in the area and it wasn’t too bad. We thought the sourdough pizza was a bit chewing good texture and red wine in a tumbler? The menu is only pizza and some odd topping choices but hey Ho we were hungry. So when we recently were in london, the Aldwych branch popped up as a pre theatre option and we figured okay let’s go! We booked a table for 5:30 and arrived bang on time. On arrival the guy who checked us in frankly couldn’t really be bothered. They were clearly busy, but there is no need to make your ‘guests’ feel like they don’t want you to be there. There was no table, He said can you sit over there at the bar. In any other restaurant I have ever been to this means we will hold you here until a table is free but no, the bar here is four seats next to each other to eat. Not an ideal family meal out. Families came in after us and we’re show to a table of four. So what is the point of booking a table? We were given no choice but we English don’t want to kick up a fuss and nor do I want to do so on a family night out with our young Son. The food was poor all the toppings were literally thrown into the middle of the pizza so most of the pizza is just dough and a bit of cheese at best. Wine in a tumbler. Rustic some might say. Okay but just no better than a cheap takeaway in the street. When we came to pay they had added a service charge said optional and make no mistake I always reward good service but the guy who we met and who did most of the servicing was poor communication and just did not gel with his customers so I asked for the service charge to be removed. They then all went into a huddle and giving us the eye making us feel uncomfortable. He asked why and I told him why and he said we are having a very busy night. Sorry but that’s no excuse for not caring and making customers feel like they have had a service. If your not in a rush and just want a cafe pizza indoors but no engagement from the staff and happy without a restaurant experience but pay restaurant prices then okay but we won’t be going again. Looking at overall reviews another soon to be victim of nice try but failed. You’d think a company of this size would listen to its customers and get the staff and n basic customer service courses. With a 2.7 rating something can be done about it as statistically over time this has slowly been dropping."
2,Franco Manca,['Restaurant'],2.7,2021-12-09,ian marcroft,Lovely pizza but really awful red wine,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Lovely pizza but really awful red wineWent for no8 pizza which should have had slow cooked beef and pork on it..must of slow cooked for so long it disappeared.How can you manage to get a bad bottle of red from ITALY…They managed to.
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
1,Franco Manca,['Restaurant'],2.7,2022-07-12,Claudia Kalo Ruiz,Disappointed,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Oh dear, this is one of my favourite restaurant about pizza, I ordered a pizza, I received a box open, pizza in really bad condition, I would like to show some pictures if is possible, is strange this happens with Franco Manca, also is  sent them an email but I never received reply."
5,Franco Manca,['Restaurant'],2.7,2023-06-02,safiyah kamara,Excellent food & service,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,"Excellent food, Fantastic service by Nadoor! Many thanks, will definitely be back soon."
1,Franco Manca,['Restaurant'],2.7,2022-11-12,Marina Amos,Awful food,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Awful food. Absolutely terrible. Purely a money making machine. Don't bother. Go elsewhere.
3,Franco Manca,['Restaurant'],2.7,2022-07-28,Chris,"Cocktails are tiny, overpriced.",Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Pizza was good. Cocktails are tiny. We ordered 2 Aperol Spritz expecting large wine glasses etc. Came in the same  tiny glasses used for tap water. Still charged £6.95 for each.
5,Franco Manca,['Restaurant'],2.7,2021-04-17,Phil Buckley,Consistently great tasting pizza and great service,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Consistently great tasting pizza. Always friendly and helpful when we're dining with children.
1,Franco Manca,['Restaurant'],2.7,2022-11-20,Thomas Michelsen,Worst pizza in downtown London,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,Worst pizza in downtown London. Horrible service. Pizza was cold and burnt to a crisp.First and last time ordering here.
