Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-17,Bryony,We had a fantastic evening with Fabio,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",We had a fantastic evening with Fabio - his food was outstanding and extremely well presented. He was efficient and tidy and left the kitchen in a spotless condition! I wouldn't hesitate to recommend.

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-01,I.m,Philippe was perfect!,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Philippe was perfect- punctual, amazing food and fun! Guests loved him, will definitely book again!"

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-05,Peter H.,Excellent meal and beautifully…,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Excellent meal and beautifully presented.  Very professional and engaging chef.  It all made for a very special occasion.  Highly recommended.And they left kitchen tidier than when they arrived!

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-04,Hanna Weiss,Chef Holly Sugars & our fantastic birthday dinner!,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","We had the most wonderful dining experience brought to us by Holly Sugars. The 5 course meal was suberb with many delicate flavours, exactly made as requested by our host Liz!Holly was very professional and accommodating. Definitely recommend her!Absolutely incredible food and service, a fantastic perfect Birthday celebration!"

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-02,Todd,Could not have been better,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Could not have been better. Amazing food, amazing service. Not enough superlatives for how great the dinner was!"

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-08,Lili D.,Amazing!,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Amazing!Everything was perfect! Fabrizio and his Sous Chef are great. The food was delicious and great presentation.

5,La Belle Assiette UK,['Caterer'],4.8,2022-02-12,James C.,A Wonderful Experience,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","From the outset booking the evening with La Belle Assiette was straightforward. I had indicated preference of meal types on the booking form. Confirmation came through that Maria would be our chef for the evening.Communication with Maria was excellent. Maria offered 3 menus to choose from, with the option to mix and match courses.Maria was very flexible regarding timing for the meal and assisted in getting our booking upgraded from 2 to 4 people.Maria was very professional and polite throughout the evening and such great fun to talk to.The food was cooked to perfection and beautifully presented.After the meal Maria washed and dried everything and left the kitchen area spotless. My wife is very OCD when it comes to food hygiene, and even she was impressed!Our choice of dishes wasPoached figs with mozarrela and Serrano ham, on a bed of green leaves.If I'm going to be critical, I would this could have been improved with some shavings of stronger hard cheese, as I personally find mozarella too mild. however the figs and Serrano more than made up for that.Main course was loin of lamb with rhubarb and caramalised onion compote, served with baked shallots. Superb flavours.And to round it off, we were treated to Marias spiced apple tart a beautiful fusion of flavours, not too sweet or sour, and best of all not pureed apple but wholesome half apples baked to perfection. This was served with a homemade vanilla ice.Portion sizes were just right, it made a change to appreciate a good meal without ending up feeling uncomfortably full. (And there was a large portion apple tart left over). Most of that as gone now!!!Would we like Maria to cook for us again?... most definitelyA wonderful experience.Thankyou Maria."

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-15,customer,Natalie was amazing,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Natalie was amazing! Fabulous food and fitted in wonderfully with everyone. I will definitely be asking her back.

1,La Belle Assiette UK,['Caterer'],4.8,2022-08-24,lucy glad,Beware of this site and Marco Scire…,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",We hired one of their chefs Marco Scire for a 50th celebration. The food was substandard. He used cake mixes and supermarket meat. He didn't display any of the skills you would expect of a professional chef and was aggressive and rude to everyone. He has to be asked to leave the estate before the celebration meal leaving us without a chef. He then was threatening. We contacted la Belle Assiette and they have ignored our complaints and we have been unable to place a review- I don't know how anyone has placed the reviews they have as we could not find a way to put one on their website. Beware!!

1,La Belle Assiette UK,['Caterer'],4.8,2023-06-08,Kristiana K,UNTRUSTWORTHY AND SHADY- DO NOT BOOK,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","DO NOT BOOK WITH LA BELLE. They sent out a notice to all bookings at the end of May that they were shutting down operations and that the website would be completely unavailable as of June 15th. We had our elopement dinner booked with a chef through them that we were then scrambling to find an alternative for. In the meantime, we requested a refund. After a nightmare of going back and forth over a dozen times with them, with no responses or vague responses with no follow through, I was finally able to get the refund processed- but they kept their booking fee. They decided to send out an email on June 8th- 3 days after they have disabled their website for users to manage their bookings- that they had decided they could maintain operations. But by that point, we’d already managed to book the same chef through another platform. I’ve now requested them to refund the booking fee multiple times, but they claimed they could still meet the booking so they didn’t have to, and I’ve already told them that’s not possible since that chef isn’t available to them on that night since we booked him elsewhere. They are no longer responding to any messages I’ve sent requesting the remaining balance. This business practice is completely unacceptable and untrustworthy. Do not risk your event with this shady business."

5,La Belle Assiette UK,['Caterer'],4.8,2022-06-14,Ken Griffiths,Excellent service went with my little…,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Excellent service went with my little girl aged 8 enjoyed the food and would definitely go again

5,La Belle Assiette UK,['Caterer'],4.8,2022-08-02,Gareth L.,Incredible experience,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Incredible experience, Gabor prepared the most exquisite menu and wonderful food. A intimate occasion was elevated to world class and made extra special. All the preparation in advance was seamless and the kitchen was left spotless! Thoroughly recommend."

5,La Belle Assiette UK,['Caterer'],4.8,2022-12-08,Stuart M.,Great service,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Great service, great food! Could not be any more accommodating would highly recommend!"

5,La Belle Assiette UK,['Caterer'],4.8,2022-02-12,Emma Welford,Amazing food,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Amazing food, and so professional Will definitely book him for a party at my house"

5,La Belle Assiette UK,['Caterer'],4.8,2022-12-21,Duane,What a brilliant service..,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","What a brilliant service... turns up on time and takes care of everything, serves you like you are eating out and leaves everything clean and tidy."

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-15,Mr Burdett,Ronnie served Fantastic food we all enjoyed,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Ronnie is friendly and willing to do what you ask to make your event go well. The food was fantastic and enjoyed by all my guests, from 2 to 60.We all had a really good time."

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-17,Mark O.,Natalie was excellent and her food was…,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Natalie was excellent and her food was delicious. Made for an excellent evening. Thank you

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-10,Allan Brenkley,Superb night of fantastic food,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Superb night of fantastic food, great hosting and will definitely use chef Brian again!"

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-10,Miss Tomlinson,Fabio was amazing,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Fabio was amazing - the food was amazing - we will definitely be booking him again!!

5,La Belle Assiette UK,['Caterer'],4.8,2022-10-08,Nick H.,Excellent experience with Gabor,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Excellent experience with Gabor. Amazing quality food and overall level of hospitality was great.Many thanks

5,La Belle Assiette UK,['Caterer'],4.8,2022-08-19,Charlie,An excellent evening,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","An excellent evening, Stoyan was great and the food was delicious. Would highly recommend."

5,La Belle Assiette UK,['Caterer'],4.8,2022-12-17,Kelly K.,Christmas dinner for 14,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Christmas dinner for 14 ! what a fantastic menu and day loved it x

5,La Belle Assiette UK,['Caterer'],4.8,2022-03-21,John c.,Another wonderful meal from Ronnie,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Another wonderful meal from Ronnie. He's an expert and lovely guy.

5,La Belle Assiette UK,['Caterer'],4.8,2022-04-06,Akansha Pirzada,Beautiful and great place,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Beautiful and great place, foods and drinks were very delicious, service was amazing. Recommended"

4,La Belle Assiette UK,['Caterer'],4.8,2022-09-10,P Garland,Our chef Darren was excellent,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Our chef Darren was excellent. Once were were in direct contact we were able to decide on a menu that suited us. On the day, Darren arrived as planned and served us a meal more delicious than we had hoped. It was a pleasure to meet him and his assistant Adam, who made my birthday celebration a very special occasion."

5,La Belle Assiette UK,['Caterer'],4.8,2022-05-20,Jon,Excellent company and chefs,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Excellent company and chefs, having used them three times I can highly recommend the experience and quality."

1,La Belle Assiette UK,['Caterer'],4.8,2022-03-26,Michael Sundalskliev,Didn't turn up..,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Didn't turn up... told at 6pm the exact time the chef should have arrived they would be cancelling, no explanation... Could have told us much earlier, 60th birthday ruined. Thank you for a great service... We have been let down, do yourself a service and do not use them there is a high chance you will be disappointed. They dont really apologise sincerely either which was amazing considering the money up front for a service such as this."

